provider_id,shift_id,shift_start,Hours_Awake,Decisions_Made,Decisions_per_hour,Task_Switches,Task_Switches_per_hour,Avg_Decision_Time_sec,Error_Rate,Error_Rate_per_hour,Cognitive_Load_Score,Time_of_Day,fatigue_probability,risk_tier,total_dc_orders,total_changes,n_orders
P38YNF,P38YNF_2155-05-24_7,2155-05-24 12:34:11,6.2,16,2.58,7,1.13,1092.0,0.4375,1.1293,7.01,12,0.12439663303700613,Low,4,3,16
P39FGY,P39FGY_2148-01-26_19,2148-01-26 20:20:04,0.1,23,60.0,19,30.0,300.0,0.087,10.0,8.25,20,0.9786332752362265,High,0,0,23
P39IN0,P39IN0_2144-10-28_19,2144-10-29 00:20:10,3.77,22,5.84,15,3.98,1197.0,0.1818,1.0619,8.44,0,0.39025936678803363,Moderate,1,2,22
P39IN0,P39IN0_2147-12-30_7,2147-12-30 07:48:34,9.37,26,2.77,18,1.92,1837.0,0.0769,0.2134,7.35,7,0.38261967039643885,Moderate,0,2,26
P39ONN,P39ONN_2137-08-18_7,2137-08-18 09:05:26,5.1,15,2.94,9,1.76,185.5,0.3333,0.98,8.47,9,0.3994897479753901,Moderate,1,4,15
P39ONN,P39ONN_2137-08-28_19,2137-08-28 20:51:03,9.9,15,1.52,6,0.61,421.0,0.5333,0.8081,7.84,20,0.5789530043779885,Moderate,3,5,15
P39ONN,P39ONN_2155-05-08_19,2155-05-08 19:16:57,9.98,19,1.9,6,0.6,1603.0,0.1053,0.2004,7.29,19,0.3974174120536182,Moderate,1,0,19
P403RY,P403RY_2136-10-31_7,2136-10-31 11:16:45,5.89,24,4.07,14,2.38,582.0,0.0,0.0,6.45,11,0.11421024069398394,Low,0,0,24
P404B6,P404B6_2150-05-09_7,2150-05-09 07:01:10,0.81,28,34.72,0,0.0,1451.5,0.0714,2.4802,-0.0,7,0.6595551105285818,Moderate,0,1,28
P406R3,P406R3_2154-01-02_7,2154-01-02 16:16:25,0.1,20,60.0,12,30.0,300.0,0.0,0.0,8.04,16,0.832381786334013,High,0,0,20
P40707,P40707_2192-05-12_19,2192-05-13 00:59:51,0.48,32,60.0,14,29.07,1734.0,0.3125,10.0,5.36,0,0.9281049387338284,High,1,2,32
P40CY6,P40CY6_2117-03-03_7,2117-03-03 16:26:17,2.35,20,8.5,13,5.52,2841.0,0.05,0.4249,8.69,16,0.5980437875205236,Moderate,0,1,20
P40CY6,P40CY6_2117-03-05_7,2117-03-05 11:03:37,6.6,26,3.94,14,2.12,1153.0,0.3462,1.3632,9.26,11,0.61118315074296,Moderate,3,6,26
P40DCG,P40DCG_2148-01-25_7,2148-01-25 09:52:06,0.1,45,60.0,23,30.0,300.0,0.2667,10.0,5.47,9,0.9092289454283784,High,0,0,45
P40HIA,P40HIA_2149-09-17_7,2149-09-17 15:45:40,2.63,27,10.27,3,1.14,2860.0,0.1111,1.1415,3.82,15,0.10439667934308737,Low,0,0,27
P40N5F,P40N5F_2137-08-05_7,2137-08-05 09:00:46,9.36,15,1.6,10,1.07,1905.0,0.6,0.9618,8.91,9,0.5855532421854743,Moderate,4,5,15
P40N5F,P40N5F_2137-08-06_7,2137-08-06 08:04:10,7.18,19,2.65,16,2.23,2527.5,0.2105,0.5574,9.06,8,0.6058483249419043,Moderate,0,4,19
P40N5F,P40N5F_2137-08-08_7,2137-08-08 07:24:38,10.05,19,1.89,8,0.8,586.0,0.6842,1.2931,8.81,7,0.597111378718114,Moderate,7,4,19
P40QFZ,P40QFZ_2188-03-29_7,2188-03-29 09:53:25,0.19,31,60.0,11,30.0,696.0,0.0645,10.0,4.43,9,0.9029091728715729,High,1,1,31
P40VBX,P40VBX_2153-02-12_19,2153-02-13 01:55:18,1.77,39,22.01,19,10.72,304.0,0.0769,1.6933,6.73,1,0.3794567349650376,Moderate,2,1,39
P40XEF,P40XEF_2148-06-26_7,2148-06-26 09:00:04,9.08,28,3.09,16,1.76,551.0,0.3929,1.2121,7.19,9,0.11644457219779814,Low,4,7,28
P415PG,P415PG_2161-11-15_19,2161-11-15 20:43:24,0.31,33,60.0,19,30.0,48.0,0.1212,10.0,7.76,20,0.9694333832777623,High,0,4,33
P41GFX,P41GFX_2137-02-07_19,2137-02-07 22:38:54,6.97,29,4.16,9,1.29,1485.0,0.0345,0.1435,5.71,22,0.10940534849506972,Low,0,1,29
P41R7C,P41R7C_2137-03-15_19,2137-03-15 19:48:08,4.82,19,3.94,10,2.07,454.0,0.0,0.0,7.61,19,0.39271400334495404,Moderate,0,0,19
P41Z58,P41Z58_2125-03-22_7,2125-03-22 13:05:46,5.45,15,2.75,7,1.29,1450.0,0.2667,0.7345,8.2,13,0.1276698716301025,Low,2,2,15
P41Z58,P41Z58_2130-10-28_7,2130-10-28 07:19:31,6.09,17,2.79,9,1.48,3641.0,0.6471,1.8059,7.67,7,0.395681523351686,Moderate,7,4,17
P41Z58,P41Z58_2130-10-29_7,2130-10-29 12:13:35,0.1,36,60.0,20,30.0,300.0,0.1111,10.0,5.58,12,0.8869855820713793,High,0,0,36
P41Z58,P41Z58_2132-12-12_7,2132-12-12 09:45:51,8.57,16,1.87,13,1.52,1497.0,0.4375,0.8171,8.09,9,0.11916041855933814,Low,3,4,16
P41Z58,P41Z58_2132-12-15_7,2132-12-15 14:38:59,4.09,16,3.91,6,1.47,400.0,0.3125,1.2234,7.57,14,0.11683708700136132,Low,3,2,16
P41Z58,P41Z58_2132-12-19_7,2132-12-19 07:56:19,8.29,20,2.41,8,0.96,255.0,0.4,0.9648,6.68,7,0.12025565412276247,Low,5,3,20
P41Z58,P41Z58_2140-03-22_7,2140-03-22 18:17:29,0.17,35,60.0,18,30.0,38.5,0.0857,10.0,6.3,18,0.9260605739738724,High,0,3,35
P41Z58,P41Z58_2140-03-27_7,2140-03-27 07:55:11,8.91,15,1.68,5,0.56,3547.0,0.4667,0.7852,8.62,7,0.5701036578410896,Moderate,5,2,15
P41Z58,P41Z58_2189-09-12_7,2189-09-12 08:29:34,9.53,16,1.68,12,1.26,2206.0,0.25,0.4198,9.22,8,0.7358402347836219,High,1,3,16
P421K9,P421K9_2143-09-26_19,2143-09-26 20:11:50,3.13,49,15.67,28,8.95,257.0,0.2653,4.1567,6.8,20,0.39550297185737515,Moderate,2,5,49
P4229I,P4229I_2174-12-04_7,2174-12-04 12:35:48,4.33,39,9.02,20,4.62,312.0,0.0256,0.2312,6.91,12,0.3737779646349022,Moderate,0,1,39
P422AE,P422AE_2117-04-11_19,2117-04-11 20:59:02,0.1,38,60.0,25,30.0,300.0,0.0,0.0,7.6,20,0.9246579676378954,High,0,0,38
P424IO,P424IO_2147-11-14_19,2147-11-15 00:08:21,6.6,37,5.61,11,1.67,554.0,0.1892,1.0608,5.96,0,0.11980031739604212,Low,0,3,37
P42PGG,P42PGG_2177-03-16_7,2177-03-16 07:51:51,4.1,19,4.63,8,1.95,482.0,0.4737,2.1951,7.61,7,0.3980597484878756,Moderate,5,4,19
P42Q7N,P42Q7N_2137-10-12_19,2137-10-12 23:36:27,7.39,15,2.03,8,1.08,2233.5,0.4667,0.9477,8.2,23,0.38388447201422365,Moderate,1,6,15
P42Q7N,P42Q7N_2167-11-07_19,2167-11-07 20:29:37,9.24,21,2.27,18,1.95,2360.0,0.0,0.0,9.05,20,0.5988736775087992,Moderate,0,0,21
P42YCT,P42YCT_2140-02-08_7,2140-02-08 09:41:33,2.43,37,15.22,19,7.82,528.5,0.6486,9.8754,8.28,9,0.7860654262197888,High,15,9,37
P43C4I,P43C4I_2137-03-10_19,2137-03-10 21:54:36,0.1,28,60.0,13,30.0,300.0,0.0714,10.0,7.36,21,0.9839277649729453,High,0,0,28
P43C4I,P43C4I_2148-03-10_19,2148-03-10 19:58:28,10.1,15,1.49,6,0.59,3738.5,0.3333,0.4951,7.36,19,0.6501866485208956,Moderate,1,4,15
P43D2L,P43D2L_2137-02-25_19,2137-02-25 21:26:17,0.62,30,48.76,20,30.0,776.0,0.0333,1.6253,8.88,21,0.8009267826466243,High,0,1,30
P43NQA,P43NQA_2157-11-18_19,2157-11-19 01:38:45,0.1,15,60.0,11,30.0,300.0,0.0,0.0,8.3,1,0.9012650245099666,High,0,0,15
P43QJ8,P43QJ8_2116-12-18_7,2116-12-18 17:46:16,0.1,34,60.0,20,30.0,300.0,0.0,0.0,6.29,17,0.6863419720808452,High,0,0,34
P43QMU,P43QMU_2150-02-04_19,2150-02-04 23:11:14,1.87,49,26.17,20,10.68,358.0,0.1837,4.8064,5.83,23,0.723094064015578,High,3,3,49
P43SCN,P43SCN_2144-10-29_7,2144-10-29 10:09:28,3.65,20,5.48,11,3.01,300.0,0.35,1.9172,8.1,10,0.11995068991257049,Low,4,2,20
P43SCN,P43SCN_2148-01-23_19,2148-01-24 00:32:51,4.31,52,12.05,22,5.1,3860.5,0.3269,3.94,5.29,0,0.39959215109854457,Moderate,1,4,52
P43SCW,P43SCW_2116-02-13_7,2116-02-13 11:26:27,5.15,38,7.37,25,4.85,2279.0,0.2632,1.9401,7.63,11,0.10553139044925144,Low,2,5,38
P43T74,P43T74_2174-05-26_7,2174-05-26 11:22:49,6.75,16,2.37,11,1.63,1693.0,0.0,0.0,8.85,11,0.11486666096583975,Low,0,0,16
P43TXZ,P43TXZ_2136-05-04_19,2136-05-04 22:53:41,0.65,31,47.49,19,29.11,725.0,0.0323,1.5319,7.44,22,0.8130379057303968,High,1,0,31
P43U4N,P43U4N_2135-02-01_7,2135-02-01 08:52:24,7.39,16,2.17,8,1.08,1222.5,0.5625,1.2179,8.61,8,0.38215802634131596,Moderate,3,5,16
P43WE3,P43WE3_2115-10-09_19,2115-10-09 21:18:45,4.33,25,5.78,16,3.7,356.0,0.24,1.3869,7.49,21,0.3813714084565384,Moderate,1,2,25
P441OX,P441OX_2148-01-01_7,2148-01-01 07:53:07,9.59,17,1.77,15,1.56,99.0,0.2941,0.5212,9.19,7,0.592759102527449,Moderate,0,5,17
P441OX,P441OX_2148-01-03_7,2148-01-03 09:59:46,1.81,18,9.94,8,4.42,137.5,0.5556,5.524,6.71,9,0.744484461041909,High,5,3,18
P441X7,P441X7_2111-01-17_19,2111-01-17 19:50:21,10.85,19,1.75,7,0.64,2518.5,0.4211,0.7371,8.57,19,0.6479569001495152,Moderate,5,3,19
P4461D,P4461D_2156-04-17_7,2156-04-17 16:14:19,0.67,22,32.61,14,20.75,2429.0,0.0455,1.4821,8.1,16,0.7214114333155374,High,0,1,22
P4461D,P4461D_2156-04-19_7,2156-04-19 07:59:46,8.34,15,1.8,10,1.2,2147.0,0.2,0.3598,9.29,7,0.7319181936327719,High,0,3,15
P449W2,P449W2_2150-07-09_19,2150-07-09 23:33:46,1.87,23,12.31,13,6.96,1144.0,0.1304,1.6057,7.78,23,0.39801210929834224,Moderate,0,1,23
P44LWS,P44LWS_2156-05-11_7,2156-05-11 16:40:31,2.03,41,20.17,20,9.84,191.0,0.0488,0.9837,7.09,16,0.3951350736426825,Moderate,1,1,41
P44NKN,P44NKN_2174-12-04_7,2174-12-04 16:41:32,1.12,19,16.97,12,10.72,185.0,0.4211,7.1446,7.63,16,0.8341902365872171,High,6,2,19
P44NKN,P44NKN_2178-12-21_7,2178-12-21 09:33:20,1.68,32,19.0,18,10.69,209.0,0.0312,0.5937,6.97,9,0.11406513438037509,Low,1,0,32
P44V8P,P44V8P_2150-03-25_19,2150-03-25 19:38:45,1.28,19,14.87,14,10.96,4600.0,0.0,0.0,8.38,19,0.3695586857087765,Moderate,0,0,19
P44WOX,P44WOX_2123-03-01_7,2123-03-01 11:27:10,7.05,15,2.13,9,1.28,485.0,0.4,0.8511,9.02,11,0.13215929488420694,Low,0,5,15
P44Z0T,P44Z0T_2110-04-11_7,2110-04-11 16:56:02,1.23,15,12.18,12,9.74,462.0,0.1333,1.6234,9.07,16,0.5861590462995688,Moderate,1,1,15
P44Z0T,P44Z0T_2110-04-12_7,2110-04-12 08:59:10,7.28,16,2.2,4,0.55,237.0,0.375,0.8243,4.97,8,0.11719555571246587,Low,4,2,16
P44Z0T,P44Z0T_2140-06-17_19,2140-06-18 02:11:35,2.85,21,7.38,12,4.22,299.0,0.0952,0.7028,8.38,2,0.4026894154780469,Moderate,0,0,21
P44Z0T,P44Z0T_2180-07-23_19,2180-07-23 22:24:06,5.7,26,4.56,18,3.16,4413.0,0.2308,1.0519,7.52,22,0.37357131321885234,Moderate,0,1,26
P4507J,P4507J_2135-01-19_7,2135-01-19 09:11:17,7.82,55,7.03,14,1.79,1119.5,0.6909,4.8569,4.97,9,0.6588033248132533,Moderate,35,2,55
P451D0,P451D0_2113-08-27_7,2113-08-27 09:55:04,6.86,35,5.11,19,2.77,300.0,0.0286,0.1459,5.88,9,0.100103971897847,Low,0,1,35
P451D0,P451D0_2118-11-15_7,2118-11-15 08:16:46,8.93,27,3.02,19,2.13,708.0,0.037,0.112,7.55,8,0.3816525457291874,Moderate,1,0,27
P451D0,P451D0_2132-12-18_7,2132-12-18 07:03:17,9.41,26,2.76,6,0.64,2184.0,0.5769,1.5937,4.25,7,0.12051311732920547,Low,12,3,26
P451D0,P451D0_2146-12-15_7,2146-12-15 13:40:58,4.86,16,3.29,3,0.62,1107.0,0.5625,1.8515,5.44,13,0.12135862969716324,Low,9,0,16
P4553M,P4553M_2148-12-21_7,2148-12-21 11:23:05,7.19,31,4.31,16,2.22,615.5,0.0645,0.278,6.53,11,0.11887949306232107,Low,0,2,31
P45F7B,P45F7B_2117-03-24_7,2117-03-24 15:48:33,0.1,46,60.0,9,30.0,138.0,0.7609,10.0,4.3,15,0.8957708183184367,High,34,1,46
P45GUA,P45GUA_2116-03-02_7,2116-03-02 15:08:48,1.31,17,12.94,13,9.9,955.0,0.4706,6.0914,9.97,15,0.7751223158874806,High,6,2,17
P45IQS,P45IQS_2155-12-07_7,2155-12-07 12:52:06,0.72,21,29.0,5,6.9,1303.5,0.619,10.0,4.56,12,0.8101882059046653,High,12,1,21
P45IQS,P45IQS_2176-11-29_19,2176-11-29 21:55:48,0.53,31,58.71,16,30.0,1901.0,0.0645,3.7875,6.49,21,0.7935055899174237,High,0,0,31
P45LBL,P45LBL_2198-04-18_7,2198-04-18 13:40:12,1.5,27,17.98,18,11.99,2703.0,0.037,0.6659,6.9,13,0.12071060898620165,Low,0,0,27
P45LN5,P45LN5_2113-09-15_7,2113-09-15 13:08:53,0.1,37,60.0,15,30.0,300.0,0.3514,10.0,5.03,13,0.8566388256023143,High,0,0,37
P45LON,P45LON_2135-01-15_19,2135-01-15 19:55:07,2.91,15,5.16,9,3.09,864.0,0.0667,0.3439,8.3,19,0.39097632295002843,Moderate,0,1,15
P45MAB,P45MAB_2118-10-08_7,2118-10-08 13:19:11,0.92,20,21.85,17,18.57,578.0,0.05,1.0926,9.24,13,0.6554439704476672,Moderate,0,1,20
P45MAB,P45MAB_2118-10-09_7,2118-10-09 17:42:30,0.1,18,60.0,10,30.0,248.0,0.0556,10.0,7.27,17,0.9838910985127243,High,0,1,18
P45MAB,P45MAB_2118-11-16_7,2118-11-16 11:47:16,6.84,24,3.51,9,1.31,2075.0,0.3333,1.1688,6.94,11,0.1214173983250502,Low,5,3,24
P45MAB,P45MAB_2118-11-19_7,2118-11-19 07:11:50,10.72,28,2.61,16,1.49,1232.0,0.5357,1.3998,8.31,7,0.664273064325616,Moderate,12,3,28
P45MAB,P45MAB_2161-11-20_19,2161-11-20 20:23:30,1.49,49,32.9,33,22.16,5362.0,0.2857,9.3995,6.21,20,0.8160972868769139,High,7,3,49
P45MAB,P45MAB_2167-05-06_7,2167-05-06 07:07:15,6.84,19,2.78,5,0.73,3316.0,0.7368,2.0471,4.4,7,0.11808451223560511,Low,12,2,19
P45MC7,P45MC7_2201-07-10_7,2201-07-10 10:27:21,2.16,43,19.91,23,10.65,498.0,0.0698,1.3889,6.45,10,0.12432203602320972,Low,2,1,43
P45V8N,P45V8N_2193-05-03_19,2193-05-03 22:20:29,0.62,21,33.69,9,14.44,556.0,0.1905,6.4171,6.3,22,0.9059610654351147,High,2,0,21
P467YX,P467YX_2177-03-25_19,2177-03-25 22:12:43,8.44,16,1.9,9,1.07,1546.0,0.25,0.474,8.04,22,0.39480558118676273,Moderate,1,3,16
P46I5B,P46I5B_2133-12-20_7,2133-12-20 10:55:23,6.92,15,2.17,10,1.44,1519.0,0.2667,0.5778,7.85,10,0.11345836334988174,Low,3,1,15
P46KN9,P46KN9_2117-04-14_7,2117-04-14 14:39:47,0.1,36,60.0,15,30.0,300.0,0.0,0.0,5.77,14,0.6466672179206273,Moderate,0,0,36
P470AO,P470AO_2142-08-03_19,2142-08-03 21:07:06,2.56,31,12.09,15,5.85,103.0,0.0323,0.3899,5.6,21,0.39788909904968234,Moderate,1,0,31
P470AO,P470AO_2153-02-15_7,2153-02-15 15:09:57,2.24,48,21.47,33,14.76,944.0,0.125,2.6842,7.0,15,0.36966330491890004,Moderate,2,4,48
P47KXQ,P47KXQ_2172-03-13_7,2172-03-13 17:01:28,1.76,32,18.23,20,11.39,2967.0,0.0625,1.1394,7.54,17,0.376629185348694,Moderate,0,2,32
P47KXQ,P47KXQ_2172-03-15_7,2172-03-15 14:08:24,0.62,15,24.04,6,9.62,160.0,0.2667,6.4114,7.81,14,0.8347974353656733,High,4,0,15
P47MOG,P47MOG_2180-08-06_7,2180-08-06 08:04:11,9.63,19,1.97,10,1.04,1203.0,0.1053,0.2078,7.4,8,0.36625774743095857,Moderate,1,0,19
P47MOG,P47MOG_2196-02-24_19,2196-02-24 19:01:19,3.36,21,6.25,10,2.97,770.0,0.3333,2.0821,7.86,19,0.38281126422788986,Moderate,3,4,21
P47MOG,P47MOG_2196-02-24_7,2196-02-24 18:06:11,0.56,16,28.49,8,14.24,280.5,0.0625,1.7804,6.45,18,0.5982303796064145,Moderate,1,0,16
P47MOG,P47MOG_2196-02-25_7,2196-02-25 07:31:31,9.61,30,3.12,14,1.46,372.0,0.3667,1.1444,7.65,7,0.38674506796561586,Moderate,9,2,30
P47MOG,P47MOG_2196-02-26_7,2196-02-26 08:08:31,10.53,36,3.42,19,1.8,345.5,0.3333,1.1399,7.88,8,0.5927139414285556,Moderate,5,7,36
P47UC9,P47UC9_2149-09-20_7,2149-09-20 07:37:03,6.75,16,2.37,11,1.63,3013.5,0.125,0.2963,8.41,7,0.4004860835965495,Moderate,0,0,16
P48780,P48780_2110-11-30_19,2110-11-30 19:32:30,0.1,20,60.0,17,30.0,300.0,0.0,0.0,8.69,19,0.9231753384800373,High,0,0,20
P48780,P48780_2117-07-16_7,2117-07-16 13:31:19,1.42,22,15.53,15,10.59,514.0,0.0909,1.412,7.82,13,0.11542537192177414,Low,0,2,22
P489PR,P489PR_2123-02-26_7,2123-02-26 15:03:02,2.93,15,5.13,6,2.05,202.0,0.3333,1.7092,8.83,15,0.1296526101647295,Low,3,1,15
P489PR,P489PR_2123-03-04_19,2123-03-04 23:19:57,3.22,43,13.36,25,7.77,493.0,0.1628,2.1743,7.07,23,0.3905151752137827,Moderate,3,2,43
P489PR,P489PR_2123-03-09_7,2123-03-09 10:36:17,7.54,15,1.99,6,0.8,51.0,0.4,0.7956,8.45,10,0.381219926391167,Moderate,2,3,15
P48Q75,P48Q75_2192-09-24_7,2192-09-24 11:22:55,6.65,47,7.07,24,3.61,1038.5,0.2766,1.9563,6.27,11,0.11017274774704819,Low,6,2,47
P48UP0,P48UP0_2181-10-26_19,2181-10-26 20:56:47,5.67,48,8.47,16,2.82,1518.0,0.2708,2.2932,5.24,20,0.10131138614338538,Low,11,2,48
P48UP0,P48UP0_2196-04-15_7,2196-04-15 17:28:51,0.13,22,60.0,14,30.0,234.5,0.0909,10.0,7.48,17,0.9727176462342371,High,1,1,22
P494HU,P494HU_2187-07-30_7,2187-07-30 07:33:53,8.31,51,6.14,33,3.97,2278.5,0.1765,1.0834,6.82,7,0.3860137417486973,Moderate,5,2,51
P49CJU,P49CJU_2134-08-05_7,2134-08-05 15:07:10,0.1,26,60.0,20,30.0,300.0,0.0,0.0,7.67,15,0.8278328045085068,High,0,0,26
P49CJU,P49CJU_2134-08-07_7,2134-08-07 17:51:48,0.1,24,60.0,15,30.0,300.0,0.2083,10.0,6.95,17,0.9271061754690202,High,0,0,24
P49CJU,P49CJU_2136-08-06_7,2136-08-06 11:12:25,4.72,16,3.39,5,1.06,5492.5,0.125,0.4241,5.65,11,0.10229493611526513,Low,0,2,16
P49F1M,P49F1M_2154-02-05_19,2154-02-05 19:48:14,3.46,18,5.2,12,3.46,300.0,0.0,0.0,6.93,19,0.3935221833120408,Moderate,0,0,18
P49J1F,P49J1F_2117-03-06_7,2117-03-06 08:12:37,10.58,16,1.51,12,1.13,1579.0,0.4375,0.6619,9.18,8,0.6374372002023333,Moderate,0,7,16
P49J1F,P49J1F_2125-06-16_19,2125-06-17 03:51:14,1.35,21,15.5,10,7.38,2438.5,0.0,0.0,6.93,3,0.3943408795140736,Moderate,0,0,21
P49NJR,P49NJR_2143-03-22_7,2143-03-22 07:42:03,5.18,21,4.05,15,2.9,1077.0,0.2381,0.965,7.54,7,0.3882830421225643,Moderate,4,1,21
P49VVX,P49VVX_2186-09-15_7,2186-09-15 13:34:23,1.64,17,10.38,10,6.11,239.0,0.0,0.0,9.66,13,0.5299142919953318,Moderate,0,0,17
P49XZP,P49XZP_2156-05-02_19,2156-05-02 22:40:29,7.42,21,2.83,13,1.75,300.0,0.0476,0.1347,7.45,22,0.39887687854512643,Moderate,0,1,21
P503YS,P503YS_2125-09-26_19,2125-09-27 04:53:56,0.1,29,60.0,23,30.0,300.0,0.0345,10.0,7.75,4,0.9755489776434862,High,0,1,29
P50C86,P50C86_2150-03-24_7,2150-03-24 07:28:20,4.94,19,3.85,13,2.63,1178.0,0.3158,1.2155,8.85,7,0.3842549062457061,Moderate,3,1,19
P50JEQ,P50JEQ_2113-08-05_19,2113-08-05 23:08:29,0.1,18,60.0,10,30.0,300.0,0.1111,10.0,7.5,23,0.9709014606586767,High,0,0,18
P50K0U,P50K0U_2118-11-16_7,2118-11-16 11:21:20,0.1,58,60.0,42,30.0,208.0,0.0,0.0,6.81,11,0.760589146928556,High,0,0,58
P50K0U,P50K0U_2146-12-15_7,2146-12-15 08:53:31,0.11,58,60.0,41,30.0,189.5,0.0,0.0,6.87,8,0.7714108841023807,High,0,0,58
P50K0U,P50K0U_2153-09-19_7,2153-09-19 08:20:44,0.1,57,60.0,41,30.0,184.0,0.0,0.0,6.94,8,0.7652395362860674,High,0,0,57
P50OLN,P50OLN_2137-10-14_7,2137-10-14 17:32:16,1.0,37,36.98,20,19.99,218.0,0.2162,7.9956,7.32,17,0.9131850971801851,High,1,1,37
P50OLN,P50OLN_2137-10-19_7,2137-10-19 10:09:06,6.77,17,2.51,10,1.48,885.0,0.4118,1.0338,9.02,10,0.11973596980832397,Low,3,4,17
P50OLN,P50OLN_2137-10-20_7,2137-10-20 08:33:37,9.72,16,1.65,6,0.62,1650.0,0.625,1.0286,7.57,8,0.5614299668090887,Moderate,2,8,16
P50OLN,P50OLN_2150-03-18_19,2150-03-19 05:13:40,0.73,33,45.45,17,23.41,465.0,0.0,0.0,7.59,5,0.7142117323999856,High,0,0,33
P50OLN,P50OLN_2155-07-14_19,2155-07-14 22:06:39,1.03,18,17.46,14,13.58,223.0,0.0556,0.9701,8.68,22,0.5759674624406798,Moderate,0,1,18
P50R01,P50R01_2147-04-26_7,2147-04-26 17:05:31,0.85,42,49.69,8,9.46,226.0,0.1667,8.2813,4.3,17,0.9205707013230802,High,2,4,42
P5179B,P5179B_2154-04-24_7,2154-04-24 13:57:18,3.43,29,8.45,15,4.37,467.0,0.1379,1.165,6.16,13,0.11280186954806298,Low,2,0,29
P5179B,P5179B_2170-02-24_7,2170-02-24 12:22:26,0.65,27,41.75,12,18.56,1164.0,0.1852,7.732,6.22,12,0.9210444016031342,High,0,0,27
P5179B,P5179B_2201-11-04_7,2201-11-04 13:27:22,0.1,31,60.0,21,30.0,300.0,0.0,0.0,7.47,13,0.7919048371216724,High,0,0,31
P51N45,P51N45_2150-04-09_19,2150-04-10 00:32:39,2.17,21,9.68,3,1.38,1264.0,0.1429,1.3832,4.54,0,0.11480537596700209,Low,0,0,21
P51S1E,P51S1E_2115-10-09_7,2115-10-09 10:44:37,1.36,44,32.27,31,22.74,223.5,0.0227,0.7335,8.02,10,0.7141476574176203,High,0,1,44
P51S1E,P51S1E_2115-10-12_7,2115-10-12 14:01:37,0.1,16,60.0,5,30.0,18.0,0.6875,10.0,8.87,14,0.9294086027586234,High,11,0,16
P51S1E,P51S1E_2186-11-13_7,2186-11-13 09:02:21,2.59,20,7.72,10,3.86,231.5,0.4,3.0881,8.04,9,0.13688655655957307,Low,3,2,20
P51W32,P51W32_2134-08-06_19,2134-08-06 20:21:39,7.44,17,2.28,7,0.94,2751.0,0.2941,0.6716,7.26,20,0.3902877199807694,Moderate,4,1,17
P51W32,P51W32_2134-09-06_7,2134-09-06 17:51:07,0.1,19,60.0,12,30.0,300.0,0.0526,10.0,7.63,17,0.9832008907047444,High,0,0,19
P51W32,P51W32_2185-06-15_19,2185-06-16 00:12:06,2.52,24,9.53,17,6.75,3431.0,0.0,0.0,7.3,0,0.40035631020410545,Moderate,0,0,24
P51W32,P51W32_2185-06-16_19,2185-06-17 01:05:27,4.31,29,6.73,14,3.25,300.0,0.0345,0.2321,6.43,1,0.10766014094136206,Low,0,1,29
P526YC,P526YC_2149-10-01_19,2149-10-01 19:25:34,10.05,38,3.78,23,2.29,302.5,0.1053,0.3981,7.51,19,0.5940667443353197,Moderate,1,3,38
P529AR,P529AR_2137-10-15_7,2137-10-15 12:34:33,4.01,19,4.74,11,2.75,279.5,0.2105,0.9982,8.04,12,0.38933528014990304,Moderate,1,3,19
P529AR,P529AR_2137-10-22_7,2137-10-22 09:21:51,6.82,15,2.2,5,0.73,192.0,0.4667,1.0258,6.64,9,0.11925583338361107,Low,4,2,15
P529AR,P529AR_2147-08-02_19,2147-08-03 04:18:42,0.24,38,60.0,15,30.0,167.0,0.2105,10.0,6.15,4,0.9015647890978663,High,1,2,38
P529AR,P529AR_2187-02-12_19,2187-02-12 21:07:31,6.93,15,2.17,5,0.72,2400.5,0.2667,0.5775,8.91,21,0.5748403656760473,Moderate,3,1,15
P529AR,P529AR_2187-02-12_7,2187-02-12 10:29:18,7.78,16,2.06,12,1.54,1643.0,0.0,0.0,9.59,10,0.5274935158938941,Moderate,0,0,16
P52ORO,P52ORO_2148-01-23_7,2148-01-23 10:34:45,7.85,72,9.18,35,4.46,691.0,0.0833,0.7647,6.28,10,0.10494291013913945,Low,0,2,72
P52ORO,P52ORO_2148-01-30_7,2148-01-30 18:00:17,0.1,52,60.0,25,30.0,300.0,0.0385,10.0,5.56,18,0.905311724307967,High,0,0,52
P535IK,P535IK_2154-02-06_19,2154-02-06 19:26:22,3.64,32,8.8,17,4.67,599.0,0.1875,1.65,7.81,19,0.386661992762954,Moderate,3,0,32
P535IK,P535IK_2176-12-22_7,2176-12-22 16:57:10,1.97,43,21.88,23,11.7,1557.0,0.1163,2.5442,5.85,16,0.1354890628933307,Low,0,0,43
P535IK,P535IK_2192-05-18_7,2192-05-18 08:22:43,7.73,16,2.07,10,1.29,114.0,0.4375,0.9057,8.22,8,0.4006538423285146,Moderate,1,6,16
P538TY,P538TY_2117-03-14_19,2117-03-14 20:25:55,0.1,21,60.0,14,30.0,300.0,0.0,0.0,7.5,20,0.9002775659939442,High,0,0,21
P539LZ,P539LZ_2201-11-03_7,2201-11-03 08:16:03,9.65,16,1.66,9,0.93,389.0,0.5625,0.9325,9.1,8,0.6513197241184182,Moderate,5,4,16
P53IEH,P53IEH_2142-07-31_7,2142-07-31 09:59:12,0.53,16,30.19,10,18.87,338.5,0.1875,5.6604,8.3,9,0.9058276947938572,High,2,1,16
